"ALL_RATE_1112";"leanm11";"STNAM";"LONGITUDE";"LATITUDE";"leaid11";"ALL_COHORT_1112";"pct_Not_HS_Grad_ACS_08_12";"pct_Civ_emp_25_44_ACS_08_12"
83.0;"CANYONS DISTRICT";"UTAH";;;4900142;2611;3.063829787;97.22772277
90.0;"CARBON DISTRICT";"UTAH";;;4900150;228;13.49734043;93.95296753
86.0;"DAVIS DISTRICT";"UTAH";;;4900210;4635;5.436619718;98.24253076
71.0;"DUCHESNE DISTRICT";"UTAH";;;4900240;356;12.61780105;94.32497013
94.0;"EMERY DISTRICT";"UTAH";;;4900270;152;13.60431356;95.58232932
89.0;"GARFIELD DISTRICT";"UTAH";;;4900300;56;9.4375;100.0
89.0;"GRAND DISTRICT";"UTAH";;;4900330;115;9.701262704;93.96051103
73.0;"GRANITE DISTRICT";"UTAH";;;4900360;4783;30.85638121;92.93139293
78.0;"IRON DISTRICT";"UTAH";;;4900390;692;11.72799656;93.97727273
83.0;"JORDAN DISTRICT";"UTAH";;;4900420;3747;13.09680245;97.25906278
94.0;"JUAB DISTRICT";"UTAH";;;4900450;182;11.22352197;92.91014015
84.0;"KANE DISTRICT";"UTAH";;;4900480;77;4.916618746;95.74468085
79.0;"LOGAN CITY DISTRICT";"UTAH";;;4900510;468;0.0;90.0
88.0;"MILLARD DISTRICT";"UTAH";;;4900540;248;12.48211731;97.75132275
89.0;"MORGAN DISTRICT";"UTAH";;;4900570;178;1.494130203;96.93877551
84.0;"MURRAY DISTRICT";"UTAH";;;4900600;571;10.994561;88.20754717
88.0;"NEBO DISTRICT";"UTAH";;;4900630;1983;13.13169985;92.30769231
75.0;"NORTH SANPETE DISTRICT";"UTAH";;;4900660;216;13.57012751;88.82758621
94.0;"NORTH SUMMIT DISTRICT";"UTAH";;;4900690;88;8.719560094;99.18256131
67.0;"OGDEN CITY DISTRICT";"UTAH";;;4900720;966;4.750402577;96.79849341
90.0;"PARK CITY DISTRICT";"UTAH";;;4900750;335;2.723311547;100.0
78.0;"PROVO DISTRICT";"UTAH";;;4900810;974;14.55805893;99.34883721
65.0;"SALT LAKE DISTRICT";"UTAH";;;4900870;1944;18.66666667;85.95825427
76.0;"SAN JUAN DISTRICT";"UTAH";;;4900900;274;11.67315175;96.51293588
79.0;"SEVIER DISTRICT";"UTAH";;;4900930;359;7.836570663;98.57819905
78.0;"SOUTH SANPETE DISTRICT";"UTAH";;;4900960;265;11.39293139;88.84297521
94.0;"SOUTH SUMMIT DISTRICT";"UTAH";;;4900990;99;11.40350877;98.96800826
92.0;"TOOELE DISTRICT";"UTAH";;;4901050;849;7.993966818;100.0
68.0;"UINTAH DISTRICT";"UTAH";;;4901080;449;20.82051282;95.5346651
90.0;"WASATCH DISTRICT";"UTAH";;;4901110;364;10.89425124;96.75425039
81.0;"WASHINGTON DISTRICT";"UTAH";;;4901140;1724;16.64315938;82.1242485
79.0;"WEBER DISTRICT";"UTAH";;;4901200;2318;3.032600455;95.45098039
;"Spaulding UHSD";;;;5000002;;;
90.0;"Essex Community Education Center";"VERMONT";;;5000006;318;4.280261723;98.38087895
;"Randolph UHSD";;;;5002400;;;
;"Brattleboro UHSD";;;;5002520;;;
87.0;"Burlington School District";"VERMONT";;;5002820;301;7.220873786;97.79220779
;"Champlain Valley UHSD";;;;5003030;;;
94.0;"Colchester School District";"VERMONT";;;5003240;189;3.139534884;98.76352396
89.0;"Enosburgh Town School District";"VERMONT";;;5003780;86;12.46334311;89.7338403
;"Fair Haven UHSD";;;;5003900;;;
94.0;"Fairfax School District";"VERMONT";;;5003930;103;7.682119205;96.89199689
;"Harwood UHSD";;;;5004580;;;
94.0;"Hartford School District";"VERMONT";;;5004590;172;3.959131545;100.0
;"Lake Region UHSD";;;;5005050;;;
;"Lamoille UHSD";;;;5005060;;;
;"Leland and Gray UHSD";;;;5005120;;;
;"Middlebury UHSD";;;;5005520;;;
94.0;"Milton Incorporated School District";"VERMONT";;;5005610;152;4.882423276;94.14389292
;"Missisquoi Valley UHSD";;;;5005620;;;
94.0;"Montpelier School District";"VERMONT";;;5005700;72;4.964539007;90.33333333
89.0;"Morristown School District";"VERMONT";;;5005790;83;14.52758056;91.12627986
;"Mount Anthony UHSD";;;;5005810;;;
;"Mount Mansfield USD";;;;5005840;;;
89.0;"Northfield School District";"VERMONT";;;5006120;54;7.471526196;99.05956113
;"Otter Valley UHSD";;;;5006300;;;
85.0;"Rutland City School District";"VERMONT";;;5007050;259;9.179528838;84.74576271
93.0;"South Burlington School District";"VERMONT";;;5007470;229;8.058503011;96.08778626
79.0;"Springfield School District";"VERMONT";;;5007530;118;11.22257053;93.19826339
90.0;"Stowe School District";"VERMONT";;;5007800;59;3.828525209;95.89153657
;"Mount Abraham UHSD";;;;5008235;;;
;"UHSD";;;;5008237;;;
;"Hazen UHSD";;;;5008243;;;
;"Mill River USD";;;;5008244;;;
;"Bellows Falls UHSD";;;;5008246;;;
;"Oxbow UHSD";;;;5008247;;;
;"Green Mountain UHSD";;;;5008248;;;
;"Vergennes UHSD";;;;5008280;;;
84.0;"Windsor School District";"VERMONT";;;5009300;82;12.97935103;88.94927536
64.0;"Winooski School District";"VERMONT";;;5009360;74;12.77231952;99.60254372
;"Woodstock UHSD";;;;5009510;;;
;"North Country Senior UHSD";;;;5009600;;;
80.0;"ACCOMACK CO PBLC SCHS";"VIRGINIA";;;5100060;340;;
89.0;"ALBEMARLE CO PBLC SCHS";"VIRGINIA";;;5100090;1014;0.662927078;100.0
75.0;"ALEXANDRIA CITY PBLC SCHS";"VIRGINIA";;;5100120;791;1.748807631;100.0
82.0;"ALLEGHANY CO PBLC SCHS";"VIRGINIA";;;5100152;221;18.59418283;87.84810127
94.0;"AMELIA CO PBLC SCHS";"VIRGINIA";;;5100180;139;18.33693824;82.45059289
86.0;"AMHERST CO PBLC SCHS";"VIRGINIA";;;5100210;365;23.98263701;91.43576826
74.0;"APPOMATTOX CO PBLC SCHS";"VIRGINIA";;;5100240;176;16.32860041;93.38731444
81.0;"ARLINGTON CO PBLC SCHS";"VIRGINIA";;;5100270;1440;2.254478073;100.0
87.0;"AUGUSTA CO PBLC SCHS";"VIRGINIA";;;5100300;850;15.95406792;86.43911439
94.0;"BATH CO PBLC SCHS";"VIRGINIA";;;5100330;67;16.21387283;94.61697723
85.0;"BEDFORD CO PBLC SCHS";"VIRGINIA";;;5100360;844;6.333771354;98.04651163
84.0;"BLAND CO PBLC SCHS";"VIRGINIA";;;5100390;79;19.65725807;93.30357143
88.0;"BOTETOURT CO PBLC SCHS";"VIRGINIA";;;5100420;408;14.22341496;95.05076142
74.0;"BRISTOL CITY PBLC SCHS";"VIRGINIA";;;5100450;185;18.03218727;85.8276644
74.0;"BRUNSWICK CO PBLC SCHS";"VIRGINIA";;;5100480;169;31.97332287;86.77165354
76.0;"BUCHANAN CO PBLC SCHS";"VIRGINIA";;;5100510;266;30.06360897;93.25842697
84.0;"BUCKINGHAM CO PBLC SCHS";"VIRGINIA";;;5100540;160;19.67343688;93.44262295
89.0;"BUENA VISTA CITY PBLC SCHS";"VIRGINIA";;;5100560;81;26.03948897;94.77124183
81.0;"CAMPBELL CO PBLC SCHS";"VIRGINIA";;;5100600;716;17.32673267;96.59168371
77.0;"CAROLINE CO PBLC SCHS";"VIRGINIA";;;5100660;305;13.38252131;92.12340007
86.0;"CARROLL CO PBLC SCHS";"VIRGINIA";;;5100690;309;28.74789444;85.13388735
79.0;"CHARLES CITY CO PBLC SCHS";"VIRGINIA";;;5100720;84;21.88961646;89.64143426
84.0;"CHARLOTTE CO PBLC SCHS";"VIRGINIA";;;5100750;169;18.58958983;87.57062147
77.0;"CHARLOTTESVILLE CTY PBLC SCHS";"VIRGINIA";;;5100780;311;8.805330795;96.27601314
86.0;"CHESAPEAKE CITY PBLC SCHS";"VIRGINIA";;;5100810;3308;10.22222222;93.10344828
86.0;"CHESTERFIELD CO PBLC SCHS";"VIRGINIA";;;5100840;4894;32.83740701;84.76702509
89.0;"CLARKE CO PBLC SCHS";"VIRGINIA";;;5100870;186;13.2245599;94.11764706
86.0;"COLONIAL HEIGHTS CITY PBLC SCHS";"VIRGINIA";;;5100960;219;17.18388143;93.51851852
79.0;"COVINGTON CITY PBLC SCHS";"VIRGINIA";;;5100990;68;26.31818182;95.63567362
89.0;"CRAIG CO PBLC SCHS";"VIRGINIA";;;5101020;56;10.92572659;91.7109458
86.0;"CULPEPER CO PBLC SCHS";"VIRGINIA";;;5101050;594;21.2184874;100.0
79.0;"CUMBERLAND CO PBLC SCHS";"VIRGINIA";;;5101080;132;15.40774145;89.86486487
67.0;"DANVILLE CITY PBLC SCHS";"VIRGINIA";;;5101110;464;17.00743494;93.49112426
84.0;"DICKENSON CO PBLC SCHS";"VIRGINIA";;;5101140;188;33.18629995;76.76950998
76.0;"DINWIDDIE CO PBLC SCHS";"VIRGINIA";;;5101170;386;20.51760939;92.36363636
74.0;"ESSEX CO PBLC SCHS";"VIRGINIA";;;5101200;120;25.91283863;92.1319797
86.0;"FAIRFAX CO PBLC SCHS";"VIRGINIA";;;5101260;13713;6.771578445;96.08083282
94.0;"FALLS CHURCH CITY PBLC SCHS";"VIRGINIA";;;5101290;172;5.147656462;94.05617244
89.0;"FAUQUIER CO PBLC SCHS";"VIRGINIA";;;5101320;950;8.958724203;96.35535308
89.0;"FLOYD CO PBLC SCHS";"VIRGINIA";;;5101350;167;17.24604966;87.54125413
90.0;"FLUVANNA CO PBLC SCHS";"VIRGINIA";;;5101380;283;25.55766493;91.90573771
74.0;"FRANKLIN CITY PBLC SCHS";"VIRGINIA";;;5101410;113;8.852459016;95.1901566
81.0;"FRANKLIN CO PBLC SCHS";"VIRGINIA";;;5101440;606;13.76884422;99.0508096
84.0;"FREDERICK CO PBLC SCHS";"VIRGINIA";;;5101470;1035;28.59752385;87.82831518
78.0;"FREDERICKSBURG CITY PBLC SCHS";"VIRGINIA";;;5101510;249;3.174603175;93.44059406
89.0;"GALAX CITY PBLC SCHS";"VIRGINIA";;;5101560;96;24.89070242;91.64490862
76.0;"GILES CO PBLC SCHS";"VIRGINIA";;;5101590;208;14.14077362;84.62962963
82.0;"GLOUCESTER CO PBLC SCHS";"VIRGINIA";;;5101620;495;9.628099174;88.04123711
89.0;"GOOCHLAND CO PBLC SCHS";"VIRGINIA";;;5101650;196;44.75873544;100.0
84.0;"GRAYSON CO PBLC SCHS";"VIRGINIA";;;5101690;161;23.76890268;96.50655022
92.0;"GREENE CO PBLC SCHS";"VIRGINIA";;;5101710;206;19.03639696;96.60411081
79.0;"GREENSVILLE CO PBLC SCHS";"VIRGINIA";;;5101740;191;31.05766744;96.89349112
77.0;"HALIFAX CO PBLC SCHS";"VIRGINIA";;;5101770;441;32.6987682;92.52336449
80.0;"HAMPTON CITY PBLC SCHS";"VIRGINIA";;;5101800;1830;4.406047516;90.58093627
90.0;"HANOVER CO PBLC SCHS";"VIRGINIA";;;5101830;1551;11.59240924;97.46938776
76.0;"HARRISONBURG CITY PBLC SCHS";"VIRGINIA";;;5101860;332;22.5464191;70.16129032
83.0;"HENRICO CO PBLC SCHS";"VIRGINIA";;;5101890;4021;22.4537037;89.26441352
78.0;"HENRY CO PBLC SCHS";"VIRGINIA";;;5101920;567;19.5191621;77.08129285
77.0;"HOPEWELL CITY PBLC SCHS";"VIRGINIA";;;5101980;308;32.90362185;77.29636049
85.0;"ISLE OF WIGHT CO PBLC SCHS";"VIRGINIA";;;5102010;453;4.510022272;100.0
79.0;"KING AND QUEEN CO PBLC SCHS";"VIRGINIA";;;5102070;73;16.08238387;98.4962406
89.0;"KING GEO CO PBLC SCHS";"VIRGINIA";;;5102100;337;8.370870871;88.25396825
84.0;"KING WILLIAM CO PBLC SCHS";"VIRGINIA";;;5102120;154;14.56262425;93.6440678
84.0;"LANCASTER CO PBLC SCHS";"VIRGINIA";;;5102160;108;19.12891986;92.53731343
83.0;"LEE CO PBLC SCHS";"VIRGINIA";;;5102190;248;19.20618904;97.75280899
92.0;"LOUDOUN CO PBLC SCHS";"VIRGINIA";;;5102250;4232;1.204819277;98.16922316
85.0;"LOUISA CO PBLC SCHS";"VIRGINIA";;;5102280;394;14.23127899;94.20995671
74.0;"LUNENBURG CO PBLC SCHS";"VIRGINIA";;;5102310;113;34.00865013;92.87749288
80.0;"LYNCHBURG CITY PBLC SCHS";"VIRGINIA";;;5102340;733;16.82679111;92.45830312
74.0;"MANASSAS CITY PBLC SCHS";"VIRGINIA";;;5102360;515;11.58203945;98.46390169
94.0;"MADISON CO PBLC SCHS";"VIRGINIA";;;5102370;150;20.80018718;93.55116079
84.0;"MANASSAS PARK CITY PBLC SCHS";"VIRGINIA";;;5102390;187;26.6551809;97.95633999
84.0;"MARTINSVILLE CITY PBLC SCHS";"VIRGINIA";;;5102400;197;30.94318809;82.8685259
94.0;"MATHEWS CO PBLC SCHS";"VIRGINIA";;;5102430;95;;
78.0;"MECKLENBURG CO PBLC SCHS";"VIRGINIA";;;5102460;380;17.06471495;94.82071713
84.0;"MIDDLESEX CO PBLC SCHS";"VIRGINIA";;;5102490;98;;
80.0;"MONTGOMERY CO PBLC SCHS";"VIRGINIA";;;5102520;716;4.444444444;97.56756757
84.0;"NELSON CO PBLC SCHS";"VIRGINIA";;;5102580;148;27.0263731;93.06930693
80.0;"NEW KENT CO PBLC SCHS";"VIRGINIA";;;5102610;238;12.18177492;98.14285714
78.0;"NEWPORT NEWS CITY PBLC SCHS";"VIRGINIA";;;5102640;2271;0.791452315;88.7755102
71.0;"NORFOLK CITY PBLC SCHS";"VIRGINIA";;;5102670;2191;15.03394762;94.05162739
74.0;"NORTHAMPTON CO PBLC SCHS";"VIRGINIA";;;5102710;129;21.77110915;83.84831461
84.0;"NORTHUMBERLAND CO PBLC SCHS";"VIRGINIA";;;5102730;112;;
94.0;"NORTON CITY PBLC SCHS";"VIRGINIA";;;5102760;82;20.00765111;92.96148738
74.0;"NOTTOWAY CO PBLC SCHS";"VIRGINIA";;;5102790;184;0.0;100.0
87.0;"ORANGE CO PBLC SCHS";"VIRGINIA";;;5102820;388;17.41127349;96.55813954
93.0;"PAGE CO PBLC SCHS";"VIRGINIA";;;5102850;290;25.37433155;91.2244898
94.0;"PATRICK CO PBLC SCHS";"VIRGINIA";;;5102880;185;22.73699216;89.54344624
68.0;"PETERSBURG CITY PBLC SCHS";"VIRGINIA";;;5102910;380;35.17279822;68.00804829
85.0;"PITTSYLVANIA CO PBLC SCHS";"VIRGINIA";;;5102940;725;22.78209595;91.73457509
94.0;"POQUOSON CITY PBLC SCHS";"VIRGINIA";;;5102980;203;9.406896552;95.45957918
76.0;"PORTSMOUTH CITY PBLC SCHS";"VIRGINIA";;;5103000;1086;21.68978562;92.45283019
89.0;"POWHATAN CO PBLC SCHS";"VIRGINIA";;;5103030;401;15.84936332;96.52406417
74.0;"PRINCE EDWARD CO PBLC SCHS";"VIRGINIA";;;5103060;187;23.26631104;95.01557632
79.0;"PRINCE GEORGE CO PBLC SCHS";"VIRGINIA";;;5103090;482;2.037914692;88.50364964
84.0;"PRINCE WILLIAM CO PBLC SCHS";"VIRGINIA";;;5103130;5798;4.488207007;93.91100703
75.0;"PULASKI CO PBLC SCHS";"VIRGINIA";;;5103150;360;15.46880701;87.27915194
89.0;"RADFORD CITY PBLC SCHS";"VIRGINIA";;;5103180;105;14.48828607;85.14986376
79.0;"RAPPAHANNOCK CO PBLC SCHS";"VIRGINIA";;;5103210;53;20.00911577;96.50655022
61.0;"RICHMOND CITY PBLC SCHS";"VIRGINIA";;;5103240;1560;25.28301887;100.0
79.0;"RICHMOND CO PBLC SCHS";"VIRGINIA";;;5103270;92;22.45059289;92.46794872
69.0;"ROANOKE CITY PBLC SCHS";"VIRGINIA";;;5103300;969;17.78791334;95.82089552
88.0;"ROANOKE CO PBLC SCHS";"VIRGINIA";;;5103330;1233;4.811063498;95.47945206
76.0;"ROCKBRIDGE CO PBLC SCHS";"VIRGINIA";;;5103370;241;15.76325229;98.26086957
88.0;"ROCKINGHAM CO PBLC SCHS";"VIRGINIA";;;5103390;863;12.49612403;91.87165775
81.0;"RUSSELL CO PBLC SCHS";"VIRGINIA";;;5103420;343;31.64179105;88.21989529
91.0;"SALEM CITY PBLC SCHS";"VIRGINIA";;;5103460;317;11.59001314;100.0
88.0;"SCOTT CO PBLC SCHS";"VIRGINIA";;;5103480;304;31.2605042;94.72182596
90.0;"SHENANDOAH CO PBLC SCHS";"VIRGINIA";;;5103510;565;6.780626781;97.70408163
84.0;"SMYTH CO PBLC SCHS";"VIRGINIA";;;5103520;372;18.26544021;89.37360179
79.0;"SOUTHAMPTON CO PBLC SCHS";"VIRGINIA";;;5103600;228;17.14098074;96.92805174
83.0;"SPOTSYLVANIA CO PBLC SCHS";"VIRGINIA";;;5103640;1892;13.29179647;94.79512735
89.0;"STAFFORD CO PBLC SCHS";"VIRGINIA";;;5103660;2366;6.458011902;97.28317659
79.0;"STAUNTON CITY PBLC SCHS";"VIRGINIA";;;5103690;223;19.02050114;92.08819715
79.0;"SUFFOLK CITY PBLC SCHS";"VIRGINIA";;;5103710;1060;8.693081017;100.0
84.0;"SURRY CO PBLC SCHS";"VIRGINIA";;;5103750;66;21.21684867;93.79310345
74.0;"SUSSEX CO PBLC SCHS";"VIRGINIA";;;5103780;102;23.06368331;88.67313916
74.0;"TAZEWELL CO PBLC SCHS";"VIRGINIA";;;5103810;504;22.46197382;91.57754011
83.0;"VA BEACH CITY PBLC SCHS";"VIRGINIA";;;5103840;5674;9.65556183;91.6481069
88.0;"WARREN CO PBLC SCHS";"VIRGINIA";;;5103870;445;15.57258232;95.80965909
86.0;"WASHINGTON CO PBLC SCHS";"VIRGINIA";;;5103900;546;4.652605459;100.0
76.0;"WAYNESBORO CITY PBLC SCHS";"VIRGINIA";;;5103930;243;11.19336689;97.79411765
90.0;"WEST POINT PBLC SCHS";"VIRGINIA";;;5103950;60;11.07296137;89.29133858
89.0;"WESTMORELAND CO PBLC SCHS";"VIRGINIA";;;5103980;145;18.42677097;96.15384615
85.0;"WILLIAMSBURG-JAMES CITY PBLC SCHS";"VIRGINIA";;;5104020;898;4.027949034;95.62682216
82.0;"WINCHESTER CITY PBLC SCHS";"VIRGINIA";;;5104050;295;28.87253262;94.87459106
83.0;"WISE CO PBLC SCHS";"VIRGINIA";;;5104080;508;28.60125261;92.3655914
82.0;"WYTHE CO PBLC SCHS";"VIRGINIA";;;5104110;357;25.47000895;91.65048544
91.0;"YORK CO PBLC SCHS";"VIRGINIA";;;5104150;1096;10.60299474;100.0
88.0;"Enumclaw School District";"WASHINGTON";;;5300001;345;11.32773939;90.36985345
80.0;"Kelso School District";"WASHINGTON";;;5300003;377;21.56943303;84.0
59.0;"Aberdeen School District";"WASHINGTON";;;5300030;268;24.85981308;83.27759197
90.0;"Adna School District";"WASHINGTON";;;5300060;51;7.992733878;95.23809524
81.0;"Anacortes School District";"WASHINGTON";;;5300150;216;3.756906077;93.8697318
78.0;"Arlington School District";"WASHINGTON";;;5300240;433;12.66871892;86.26410086
81.0;"Auburn School District";"WASHINGTON";;;5300300;1120;14.58075176;87.97763281
93.0;"Bainbridge Island School District";"WASHINGTON";;;5300330;382;0.912751678;97.91666667
80.0;"Battle Ground School District";"WASHINGTON";;;5300380;1064;10.98039216;84.89361702
92.0;"Bellevue School District";"WASHINGTON";;;5300390;1449;2.899110939;96.61654135
75.0;"Bellingham School District";"WASHINGTON";;;5300420;819;6.252605252;95.0
70.0;"Bethel School District";"WASHINGTON";;;5300480;1190;11.18598383;96.33027523
84.0;"Blaine School District";"WASHINGTON";;;5300570;139;10.5427975;100.0
73.0;"Bremerton School District";"WASHINGTON";;;5300660;387;2.88970289;94.03341289
64.0;"Brewster School District";"WASHINGTON";;;5300690;81;30.56147832;81.60469667
77.0;"Burlington-Edison School District";"WASHINGTON";;;5300780;296;7.607699358;94.3338438
90.0;"Camas School District";"WASHINGTON";;;5300810;442;1.327885598;79.67479675
84.0;"Cascade School District";"WASHINGTON";;;5300950;90;7.079646018;92.0
95.0;"Cashmere School District";"WASHINGTON";;;5300960;111;19.6763516;88.23529412
89.0;"Castle Rock School District";"WASHINGTON";;;5300990;118;16.21310847;92.61939219
85.0;"Central Kitsap School District";"WASHINGTON";;;5301080;898;9.107142857;86.80641184
86.0;"Central Valley School District";"WASHINGTON";;;5301110;916;6.044310604;93.03370787
68.0;"Centralia School District";"WASHINGTON";;;5301140;277;8.23943662;97.81553398
87.0;"Chehalis School District";"WASHINGTON";;;5301170;218;13.50939563;87.5
84.0;"Lake Chelan School District";"WASHINGTON";;;5301200;136;19.04761905;92.79279279
82.0;"Cheney School District";"WASHINGTON";;;5301230;329;4.967801288;93.44512195
74.0;"Chewelah School District";"WASHINGTON";;;5301260;94;11.18605958;91.87192118
79.0;"Chimacum School District";"WASHINGTON";;;5301290;90;9.594953519;81.03130755
65.0;"Clarkston School District";"WASHINGTON";;;5301320;243;15.90647758;88.21192053
89.0;"Cle Elum-Roslyn School District";"WASHINGTON";;;5301350;85;7.282456957;83.53457739
68.0;"Clover Park School District";"WASHINGTON";;;5301410;530;11.18134263;89.91416309
84.0;"Colfax School District";"WASHINGTON";;;5301440;63;5.555555556;100.0
79.0;"Columbia (Walla Walla) School District";"WASHINGTON";;;5301590;68;22.62124003;95.54079696
75.0;"Colville School District";"WASHINGTON";;;5301630;216;9.571162213;96.34146342
69.0;"Concrete School District";"WASHINGTON";;;5301660;51;14.13813459;94.53924915
84.0;"Coupeville School District";"WASHINGTON";;;5301800;83;8.41509434;80.15665796
84.0;"Deer Park School District";"WASHINGTON";;;5302070;174;11.34856301;91.87116564
88.0;"East Valley School District (Spokane)";"WASHINGTON";;;5302280;294;9.271922768;90.5435592
83.0;"Eastmont School District";"WASHINGTON";;;5302310;413;11.89701095;91.51785714
89.0;"Eatonville School District";"WASHINGTON";;;5302370;153;10.79155673;92.2787194
74.0;"Edmonds School District";"WASHINGTON";;;5302400;1601;13.01907969;90.37800687
77.0;"Ellensburg School District";"WASHINGTON";;;5302460;244;8.096468562;96.6
79.0;"Elma School District";"WASHINGTON";;;5302490;143;16.21752853;85.71428571
89.0;"Ephrata School District";"WASHINGTON";;;5302610;193;17.8913738;96.94835681
82.0;"Everett School District";"WASHINGTON";;;5302670;1319;24.40677966;88.50931677
85.0;"Evergreen School District (Clark)";"WASHINGTON";;;5302700;1805;22.3880597;91.83135705
70.0;"Federal Way School District";"WASHINGTON";;;5302820;1725;12.42618742;92.96703297
67.0;"Ferndale School District";"WASHINGTON";;;5302850;357;12.06933911;84.36109345
79.0;"Fife School District";"WASHINGTON";;;5302880;302;5.973277443;98.69029276
74.0;"Finley School District";"WASHINGTON";;;5302910;81;14.52762923;87.72652389
71.0;"Franklin Pierce School District";"WASHINGTON";;;5302940;569;6.488399528;93.85307346
94.0;"Freeman School District";"WASHINGTON";;;5302970;80;5.339265851;90.28871391
84.0;"Goldendale School District";"WASHINGTON";;;5303090;122;11.4622057;92.13973799
79.0;"Grand Coulee Dam School District";"WASHINGTON";;;5303130;64;38.35439773;91.68490153
68.0;"Grandview School District";"WASHINGTON";;;5303150;244;37.33532934;86.82634731
74.0;"Granger School District";"WASHINGTON";;;5303180;125;48.1971831;92.37861094
69.0;"Granite Falls School District";"WASHINGTON";;;5303210;191;14.22708618;83.3479404
79.0;"Highland School District";"WASHINGTON";;;5303510;82;28.27763496;98.74213837
66.0;"Highline School District";"WASHINGTON";;;5303540;1397;10.20176186;98.95742832
94.0;"Hockinson School District";"WASHINGTON";;;5303570;182;4.439511654;93.06666667
69.0;"Hoquiam School District";"WASHINGTON";;;5303660;148;14.62324393;63.09090909
92.0;"Issaquah School District";"WASHINGTON";;;5303750;1140;0.995475113;92.34104046
89.0;"Kalama School District";"WASHINGTON";;;5303810;93;6.936416185;84.48529412
72.0;"Kennewick School District";"WASHINGTON";;;5303930;1277;5.334626576;94.87317863
80.0;"Kent School District";"WASHINGTON";;;5303960;1854;7.701283547;98.62660944
84.0;"Kettle Falls School District";"WASHINGTON";;;5303990;74;7.831950208;98.72340426
89.0;"Kiona-Benton City School District";"WASHINGTON";;;5304020;127;7.628294036;91.08910891
89.0;"La Center School District";"WASHINGTON";;;5304170;98;3.677472079;90.02123142
88.0;"Lake Stevens School District";"WASHINGTON";;;5304200;591;4.851973684;98.76453488
92.0;"Lake Washington School District";"WASHINGTON";;;5304230;1637;2.281690141;94.11764706
89.0;"Lakewood School District";"WASHINGTON";;;5304260;183;7.317810705;85.88621444
67.0;"Longview School District";"WASHINGTON";;;5304470;517;11.10576923;90.89316988
91.0;"Riverview School District";"WASHINGTON";;;5304560;222;5.091754975;95.07651364
83.0;"Lynden School District";"WASHINGTON";;;5304620;217;11.74680463;95.89934762
69.0;"Mabton School District";"WASHINGTON";;;5304650;75;50.75800112;90.75757576
72.0;"Marysville School District";"WASHINGTON";;;5304860;899;8.703535811;88.61846815
88.0;"Mead School District";"WASHINGTON";;;5304920;790;2.561983471;95.17133956
94.0;"Medical Lake School District";"WASHINGTON";;;5304950;154;0.0;81.21827411
93.0;"Mercer Island School District";"WASHINGTON";;;5304980;368;0.747149037;100.0
79.0;"Meridian School District";"WASHINGTON";;;5305010;117;10.90059055;93.53958144
77.0;"Monroe School District";"WASHINGTON";;;5305130;474;24.46531038;90.84588644
79.0;"Montesano School District";"WASHINGTON";;;5305160;89;10.1551481;96.29324547
61.0;"Moses Lake School District";"WASHINGTON";;;5305220;549;23.09589886;90.92518814
59.0;"Mount Adams School District";"WASHINGTON";;;5305280;70;25.83712278;88.62793572
84.0;"Mount Baker School District";"WASHINGTON";;;5305310;171;14.54475309;94.03726708
84.0;"East Valley School District (Yakima)";"WASHINGTON";;;5305370;171;14.87434911;94.48818898
67.0;"Mount Vernon School District";"WASHINGTON";;;5305400;455;12.60759494;74.93188011
83.0;"Mukilteo School District";"WASHINGTON";;;5305430;1092;2.789060385;100.0
94.0;"Naches Valley School District";"WASHINGTON";;;5305460;124;13.76720901;87.62446657
84.0;"Newport School District";"WASHINGTON";;;5305610;106;13.42710997;89.37728938
94.0;"Nine Mile Falls School District";"WASHINGTON";;;5305640;149;9.203506098;93.23843416
69.0;"Nooksack Valley School District";"WASHINGTON";;;5305670;109;15.21339596;86.67474258
64.0;"North Beach School District";"WASHINGTON";;;5305700;61;10.01579779;92.40310078
89.0;"North Franklin School District";"WASHINGTON";;;5305730;146;32.14685471;90.82498073
79.0;"North Kitsap School District";"WASHINGTON";;;5305760;560;4.842196282;90.65550907
79.0;"North Mason School District";"WASHINGTON";;;5305790;190;13.2583793;74.5047373
85.0;"North Thurston Public Schools";"WASHINGTON";;;5305850;946;4.404599493;98.51138354
91.0;"Northshore School District";"WASHINGTON";;;5305910;1469;2.360931436;93.47623486
75.0;"Oak Harbor School District";"WASHINGTON";;;5305940;413;7.723911257;85.88334742
84.0;"Ocean Beach School District";"WASHINGTON";;;5306060;67;11.72727273;85.59670782
89.0;"Ocosta School District";"WASHINGTON";;;5306090;52;13.66906475;82.98153034
85.0;"Olympia School District";"WASHINGTON";;;5306180;753;4.133430022;97.89674952
84.0;"Omak School District";"WASHINGTON";;;5306220;129;11.04446743;87.8817734
79.0;"Onalaska School District";"WASHINGTON";;;5306240;70;6.68849392;87.8243513
79.0;"Oroville School District";"WASHINGTON";;;5306420;66;20.34304685;92.20779221
89.0;"Orting School District";"WASHINGTON";;;5306450;200;7.705122866;95.54513482
72.0;"Othello School District";"WASHINGTON";;;5306480;233;43.65482234;86.85897436
71.0;"Pasco School District";"WASHINGTON";;;5306570;948;13.41199133;98.25548678
79.0;"Peninsula School District";"WASHINGTON";;;5306690;778;2.355752817;97.1875
69.0;"Port Angeles School District";"WASHINGTON";;;5306820;343;3.709591945;94.54148472
